pathways,genes
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,ANAPC1 ANAPC10 ANAPC11 ANAPC2 ANAPC4 ANAPC5 ANAPC7 CCNB1 CDC16 CDC20 CDC23 CDC26 CDC27 CDK1 UBA52 UBE2C UBE2D1 UBE2E1
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION,APOBEC3G BANF1 HMGA1 PPIA PSIP1
REACTOME_ARMS_MEDIATED_ACTIVATION,BRAF CDK1 CRK HRAS KIDINS220 KRAS MAP2K1 MAP2K2 MAPK1 MAPK3 NGF NRAS NTRK1 RAF1 RAP1A RAPGEF1 YWHAB
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,AGRN B3GALT6 B3GAT1 B3GAT2 B3GAT3 B4GALT7 BCAN BGN CSPG4 DCN GPC1 GPC2 GPC3 GPC4 GPC5 GPC6 GXYLT1 GXYLT2 HSPG2 NCAN SDC1 SDC2 SDC3 SDC4 VCAN
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY,APEX1 CCNO MBD4 MPG MUTYH NTHL1 OGG1 POLB SMUG1 TDG
REACTOME_BASIGIN_INTERACTIONS,ATP1B1 ATP1B2 ATP1B3 BSG CAV1 ITGA3 ITGB1 L1CAM MAG MMP1 PPIA PPIL2 SLC16A1 SLC16A3 SLC16A8 SLC3A2 SLC7A10 SLC7A11 SLC7A5 SLC7A6 SLC7A7 SLC7A8 SLC7A9 SPN
REACTOME_BETA_DEFENSINS,CCR2 CCR6 DEFB1 DEFB112 DEFB113 DEFB115 DEFB116 DEFB118 DEFB119 DEFB121 DEFB123 DEFB124 DEFB125 DEFB126 DEFB127 DEFB128 DEFB129 DEFB132 DEFB134 DEFB135 DEFB136 TLR1 TLR2
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION,CCR5 CD4 CXCR4 PPIA
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,ALG1 ALG11 ALG12 ALG13 ALG14 ALG2 ALG3 ALG5 ALG6 ALG8 ALG9 DOLK DOLPP1 DPAGT1 DPM1 DPM2 DPM3 GFPT2 GMPPA GMPPB GNPNAT1 MPI PGM3 PMM1 PMM2 RFT1
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION,ARNTL ARNTL2 AVP BHLHE40 BHLHE41 CCRN4L CLOCK CREBBP CRY1 CRY2 DBP EP300 F7 HDAC3 MED1 NAMPT NCOA1 NCOA2 NCOA3 NCOA6 NCOR1 NPAS2 NR1D1 NR3C1 PER1 PER2 PPARA PPARGC1A RORA RXRA SERPINE1 SMARCD3 TBL1X TBL1XR1 TGS1
REACTOME_BOTULINUM_NEUROTOXICITY,SNAP25 STX10 STX11 STX12 STX16 STX1A STX1B STX2 STX3 STX4 STX5 STX6 STX7 STX8 SYT1 SYT2 VAMP1 VAMP2
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,ACAD8 ACADSB ACAT1 ALDH6A1 AUH BCAT1 BCAT2 BCKDHA BCKDHB DBT DLD HIBADH HIBCH HSD17B10 IVD MCCC1 MCCC2
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,ADD1 CASP3 CASP6 CASP7 CASP8 DBNL GAS2 GSN MAPT PLEC SPTAN1 VIM
REACTOME_CD28_CO_STIMULATION,AKT1 AKT2 AKT3 CD28 CD80 CD86 CDC42 FYN GRAP2 GRB2 LCK LYN MAP3K8 MAPKAP1 MLST8 MTOR PAK1 PAK2 PDPK1 PIK3CA PIK3R1 PIK3R2 PIK3R3 RAC1 RICTOR SRC THEM4 TRIB3 VAV1 YES1
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING,AKT1 AKT2 AKT3 CD28 CD80 CD86 FYN LCK MAP3K8 MAPKAP1 MLST8 MTOR PDPK1 PIK3CA PIK3R1 PIK3R2 PIK3R3 RICTOR THEM4 TRIB3
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY,CD28 CD80 CD86 CDC42 FYN GRB2 LCK PAK1 PAK2 RAC1 VAV1
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6,CDC6 CDK2 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMA8 PSMB1 PSMB10 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD10 PSMD11 PSMD12 PSMD13 PSMD14 PSMD2 PSMD3 PSMD4 PSMD5 PSMD6 PSMD7 PSMD8 PSMD9 PSME1 PSME2 PSME4 PSMF1 UBA52
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,BCAN BGN CHPF CHPF2 CHST11 CHST12 CHST13 CHST15 CHST3 CHST7 CHST9 CHSY1 CHSY3 CSGALNACT1 CSGALNACT2 CSPG4 DCN NCAN VCAN
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,AGRN ARSB B3GALT6 B3GAT1 B3GAT2 B3GAT3 B4GALT7 BCAN BGN CHPF CHPF2 CHST11 CHST12 CHST13 CHST14 CHST15 CHST3 CHST7 CHST9 CHSY1 CHSY3 CSGALNACT1 CSGALNACT2 CSPG4 DCN DSE GPC1 GPC2 GPC3 GPC4 GPC5 GPC6 GXYLT1 GXYLT2 HEXA HEXB HSPG2 HYAL1 IDS IDUA NCAN SDC1 SDC2 SDC3 SDC4 UST VCAN
REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA,ARNTL CLOCK CREBBP ELOVL3 EP300 HDAC3 MED1 NCOA1 NCOA2 NCOA3 NCOA6 NCOR1 NPAS2 NR1D1 PPARA PPARGC1A RORA RXRA SMARCD3 TBL1X TBL1XR1 TGS1
REACTOME_COMMON_PATHWAY,F10 F13A1 F13B F2 F5 FGA FGB FGG PF4 PF4V1 PROC PROS1 SERPINC1 THBD
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,ANAPC1 ANAPC10 ANAPC11 ANAPC2 ANAPC4 ANAPC5 ANAPC7 CDC14A CDC16 CDC20 CDC23 CDC26 CDC27 UBE2C UBE2D1 UBE2E1
REACTOME_COPI_MEDIATED_TRANSPORT,ARCN1 ARF1 ARFGAP1 COPA COPB1 COPB2 COPE COPZ1 GBF1
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII,ACTN2 AKAP9 CALM1 CALM3 CAMK2A CAMK2B CAMK2D CREB1 GRIN1 GRIN2A GRIN2B GRIN2C GRIN2D
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS,ACTN2 AKAP9 BRAF CALM1 CALM3 CAMK2A CAMK2B CAMK2D CREB1 GRIN1 GRIN2A GRIN2B GRIN2C GRIN2D HRAS MAPK1 PDPK1 RAF1 RASGRF1 RASGRF2 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA6 RRAS
REACTOME_CRMPS_IN_SEMA3A_SIGNALING,CDK5 CDK5R1 CRMP1 DPYSL2 DPYSL3 DPYSL4 DPYSL5 FES FYN NRP1 PLXNA1 PLXNA2 PLXNA3 SEMA3A
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,CD207 FCGR1A MRC2 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMA8 PSMB1 PSMB10 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD10 PSMD11 PSMD12 PSMD13 PSMD14 PSMD2 PSMD3 PSMD4 PSMD5 PSMD6 PSMD7 PSMD8 PSMD9 PSME1 PSME2 PSME4 PSMF1
REACTOME_CS_DS_DEGRADATION,ARSB BCAN BGN CSPG4 DCN HEXA HEXB HYAL1 IDS IDUA NCAN VCAN
REACTOME_CTLA4_INHIBITORY_SIGNALING,AKT1 AKT2 AKT3 CD80 CD86 CTLA4 FYN LCK LYN PDPK1 PPP2CA PPP2CB PPP2R1A PPP2R1B PPP2R5A PPP2R5B PPP2R5C PPP2R5D PPP2R5E SRC YES1
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE,APC AXIN1 CSNK1A1 CTNNB1 FRAT1 FRAT2 PPP2CA PPP2CB PPP2R1A PPP2R1B PPP2R5A PPP2R5B PPP2R5C PPP2R5D PPP2R5E
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,CCNA1 CCNA2 CCNB1 CCNB2 CCNH CDC25A CDC25B CDC25C CDK1 CDK7 MNAT1 PKMYT1 PLK1 WEE1 XPO1
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,BPNT1 PAPSS1 PAPSS2 SULT1A1 SULT1A2 SULT1B1 SULT1C2 SULT1C4 SULT1E1 SULT2A1 SULT2B1 SULT4A1
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,AARS AIMP1 AIMP2 CARS DARS EEF1E1 EPRS FARSA FARSB GARS HARS IARS KARS LARS MARS NARS PPA1 QARS RARS SARS TARS VARS WARS YARS
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING,ABLIM1 ABLIM3 CDC42 DCC DOCK1 FYN NCK1 NTN1 PTK2 RAC1 SRC TRIO WASL
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,CMA1 CTRB1 CTRB2 CTSG ELANE FURIN KLK2 KLKB1 MMP1 MMP10 MMP11 MMP13 MMP14 MMP15 MMP16 MMP17 MMP2 MMP24 MMP25 MMP3 MMP7 MMP8 MMP9 PLG PRSS1 TIMP1 TIMP2 TPSAB1
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE,LCT MGAM SI TREH
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE,RAB3A RIMS1 SLC18A2 SNAP25 STX1A STXBP1 SYN1 SYN3 SYT1 VAMP2
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,AKT1 AKT2 AKT3 ERBB2 ERBB3 NRG1 NRG2 RNF41 UBA52 USP8
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,HDAC1 NCOR1 NCOR2 PARP1 PPM1A SKI SKIL SMAD2 SMAD3 SMAD4 SMURF2 TGIF1 TGIF2 TRIM33 UBA52 UBE2D1 UBE2D3 USP9X
REACTOME_DOWNSTREAM_TCR_SIGNALING,BCL10 CARD11 CD247 CD3D CD3E CD3G CD4 CHUK HLA-DPA1 HLA-DPB1 HLA-DQA2 IKBKB IKBKG LCK MALT1 MAP3K7 NFKBIA PDPK1 PIK3CA PIK3CB PIK3R1 PIK3R2 PRKCQ PTEN RELA RIPK2 TAB2 TRAF6 TRAT1 UBE2N
REACTOME_DSCAM_INTERACTIONS,DCC DSCAM DSCAML1 MAPK11 MAPK12 MAPK13 MAPK14 MAPK8 NTN1 PAK1 RAC1
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,CCNA1 CCNB1 CCNE1 CDC25A CDC45 CDC6 CDK1 CDT1 DHFR E2F1 FBXO5 MCM8 ORC1 ORC2 ORC3 ORC4 ORC5 ORC6 PCNA POLA1 POLA2 PPP2CA PPP2CB PPP2R1A PPP2R1B PRIM1 RB1 RRM2 TFDP1 TK2 TYMS
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,BANF1 CCR5 CD4 CXCR4 FEN1 HMGA1 LIG1 LIG4 PPIA PSIP1 XRCC4 XRCC5 XRCC6
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,DAGLA DAGLB DGKA DGKB DGKD DGKE DGKG DGKH DGKI DGKQ ITPR2 ITPR3 MGLL PRKCD PRKCE PRKCH PRKCQ RASGRP1 RASGRP2 TRPC3 TRPC6 TRPC7
REACTOME_EGFR_DOWNREGULATION,AP2A1 AP2A2 AP2B1 AP2M1 AP2S1 CBL CDC42 CLTA CLTC EGF EGFR EPN1 EPS15 EPS15L1 GRB2 HGS SH3GL2 SH3KBP1 SPRY1 SPRY2 STAM STAM2 UBA52
REACTOME_ENDOGENOUS_STEROLS,CYP11A1 CYP11B1 CYP11B2 CYP17A1 CYP19A1 CYP1B1 CYP21A2 CYP27A1 CYP39A1 CYP46A1 CYP51A1 CYP7A1 CYP7B1 CYP8B1 POMC
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,CHMP2A CHMP2B CHMP4A CHMP4B CHMP4C CHMP5 CHMP6 CHMP7 HGS SNF8 STAM STAM2 TSG101 UBA52 VPS25 VPS28 VPS36 VPS37A VPS37B VPS37C VPS37D VPS4A VPS4B VTA1
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,B2M CTSS HLA-B HLA-F HLA-G LNPEP
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,CAB39 CAB39L PPM1A PRKAA1 PRKAA2 PRKAB1 PRKAB2 PRKAG1 PRKAG2 PRKAG3 RHEB RPTOR STK11 STRADA STRADB TSC1 TSC2
REACTOME_ENOS_ACTIVATION_AND_REGULATION,AKT1 CALM1 CALM3 CAV1 DHFR DNM2 GCH1 GCHFR HSP90AA1 LYPLA1 NOS3 NOSIP NOSTRIN PRKG2 PTS SPR WASL ZDHHC21
REACTOME_ERKS_ARE_INACTIVATED,DUSP3 DUSP4 DUSP6 DUSP7 MAPK1 MAPK3 MAPK7 PPP2CA PPP2CB PPP2R1A PPP2R1B PPP2R5D
REACTOME_ERK_MAPK_TARGETS,DUSP3 DUSP4 DUSP6 DUSP7 ELK1 MAPK1 MAPK11 MAPK14 MAPK3 MAPK7 MEF2A MEF2C PPP2CA PPP2CB PPP2R1A PPP2R1B PPP2R5D RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS,CASP10 CASP8 CFLAR FADD FAS FASLG RIPK1 TNF TNFRSF10B TNFRSF1A TNFSF10 TRADD TRAF2
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS,SLC2A1 SLC2A10 SLC2A11 SLC2A12 SLC2A2 SLC2A4 SLC2A5 SLC2A6 SLC2A7 SLC2A8 SLC2A9
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,ACACA ACLY ACSL1 ACSL3 ACSL4 ACSL5 ACSL6 ELOVL1 ELOVL2 ELOVL3 ELOVL4 ELOVL5 ELOVL6 ELOVL7 FASN HSD17B12 SLC25A1 TECR
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,CCNH CDK7 DDB1 ERCC1 ERCC2 ERCC3 ERCC4 ERCC5 GTF2H1 GTF2H3 GTF2H4 MNAT1 RAD23B RPA1 RPA2 RPA3 XPA XPC
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,CCT2 CCT3 CCT4 CCT5 CCT6A CCT7 CCT8 TCP1 TUBA1A TUBA3C TUBA4A TUBB1 TUBB3 TUBB4A TUBB4B TUBB6
REACTOME_FRS2_MEDIATED_CASCADE,CDK1 FGF1 FGF10 FGF17 FGF18 FGF19 FGF2 FGF20 FGF22 FGF23 FGF3 FGF4 FGF5 FGF6 FGF7 FGF8 FGF9 FGFR1 FGFR2 FGFR3 FGFR4 FRS2 FRS3 GRB2 HRAS KL KLB KRAS MAP2K1 MAP2K2 MAPK1 MAPK3 NRAS RAF1 SOS1 YWHAB
REACTOME_G0_AND_EARLY_G1,CCNA1 CCNA2 CCNE1 CCNE2 CDC25A CDC6 CDK1 CDK2 DYRK1A E2F1 E2F4 E2F5 HDAC1 LIN37 LIN52 LIN54 LIN9 MYBL2 PCNA RBBP4 RBL1 RBL2 TFDP1
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,CCNA1 CCNE1 CDC25A CDC45 CDC6 CDK1 CDT1 DHFR E2F1 FBXO5 ORC1 PCNA POLA1 RRM2 TFDP1 TK2 TYMS
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,ATM ATR ATRIP CCNB1 CDC25C CDK1 CHEK1 CHEK2 WEE1
REACTOME_GAB1_SIGNALOSOME,AKT1 AKT1S1 AKT2 AKT3 BAD CASP9 CDKN1A CDKN1B CHUK CREB1 CSK EGF EGFR FOXO1 FOXO3 FOXO4 GAB1 GRB2 GSK3A MAPKAP1 MDM2 MLST8 MTOR NR4A1 PAG1 PDPK1 PHLPP1 PIK3CA PIK3R1 PTEN RICTOR RPS6KB2 SRC THEM4 TRIB3 TSC2
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,ABAT ALDH5A1 DNAJC5 GAD1 GAD2 HSPA8 RAB3A RIMS1 SLC32A1 SLC6A1 SLC6A11 SLC6A12 SNAP25 STX1A STXBP1 SYT1 VAMP2
REACTOME_GAP_JUNCTION_DEGRADATION,AP2M1 CLTA CLTB CLTC CLTCL1 DAB2 DNM1 DNM2 GJA1 MYO6
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,CD247 CD3D CD3E CD3G CD4 ENAH EVL FYB GRAP2 HLA-DPA1 HLA-DPB1 HLA-DQA2 ITK LAT LCK LCP2 NCK1 PAK1 PAK2 PLCG1 VASP WAS ZAP70
REACTOME_GLUCONEOGENESIS,ALDOA ALDOB ALDOC ENO1 ENO2 ENO3 FBP1 FBP2 GAPDH GAPDHS GOT1 GOT2 GPI MDH1 MDH2 PC PCK1 PCK2 PFKFB1 PGAM2 PGK1 PRKACA PRKACB PRKACG SLC25A1 SLC25A10 SLC25A11 SLC25A12 SLC25A13 TPI1
REACTOME_GLUCURONIDATION,SLC35D1 UGDH UGP2 UGT1A3 UGT1A4 UGT1A6 UGT1A8 UGT2A1 UGT2B10 UGT2B4
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE,GLS GLS2 RAB3A RIMS1 SLC17A7 SLC1A1 SLC1A6 SLC1A7 SLC38A2 SNAP25 STX1A STXBP1 SYT1 UNC13B VAMP2
REACTOME_GLUTATHIONE_CONJUGATION,CNDP2 GCLC GCLM GGCT GGT5 GGT7 GSS GSTA1 GSTA4 GSTA5 GSTM4 GSTM5 GSTO1 GSTO2 GSTP1 MGST1 MGST2 MGST3
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS,AGL CALM1 CALM3 GYG1 GYG2 PGM1 PGM2 PHKA1 PHKA2 PHKB PHKG1 PHKG2 PYGB PYGL PYGM
REACTOME_GLYCOSPHINGOLIPID_METABOLISM,ARSA ARSB ARSE ARSF ARSG ARSH ARSI ARSJ ARSK ASAH1 ASAH2 CERK CTSA ENPP7 GAL3ST1 GALC GBA GBA2 GLA GLB1 GM2A HEXA HEXB NEU1 NEU2 NEU3 NEU4 PSAP SMPD1 SMPD2 SMPD3 SMPD4 STS SUMF1 SUMF2 UGCG
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,AKT1 AKT2 AKT3 CDC42 COL1A1 COL1A2 FCER1G FYN LAT LCK LCP2 LYN PDPK1 PIK3CA PIK3CB PIK3CG PIK3R1 PIK3R2 PIK3R3 PIK3R5 PLCG2 PRKCZ RAC1 RAC2 RHOA RHOB RHOG SYK VAV1 VAV3
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,BTC CDK1 EGF EGFR ERBB2 ERBB4 EREG GRB2 HBEGF HRAS KRAS MAP2K1 MAP2K2 MAPK1 MAPK3 NRAS NRG1 NRG2 NRG4 RAF1 SOS1 YWHAB
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_,APBB1IP FGA FGB FGG FN1 GRB2 ITGA2B ITGB3 PTK2 RAP1A SOS1 SRC TLN1 VWF
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,ADAM17 CISH GH1 GH2 GHR IRS1 IRS2 JAK2 LYN MAPK1 MAPK3 PRL PRLR PTPN1 PTPN6 SH2B1 SOCS1 SOCS2 SOCS3 STAT1 STAT3 STAT5A STAT5B
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,AKT1 AKT2 AKT3 GNB1 GNB2 GNB3 GNB4 GNB5 GNG10 GNG11 GNG12 GNG13 GNG2 GNG3 GNG4 GNG7 GNG8 GNGT1 GNGT2 PDPK1 PIK3CG PIK3R5 RHOA
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING,AKT1 AKT2 AKT3 GNB1 GNB2 GNB3 GNB4 GNB5 GNG10 GNG11 GNG12 GNG13 GNG2 GNG3 GNG4 GNG7 GNG8 GNGT1 GNGT2 PDPK1 PIK3CG PIK3R5 PLCB1 PLCB2 PLCB3 RHOA
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,ABHD5 CAV1 FABP4 LIPE MGLL PLIN1 PPP1CA PPP1CB PPP1CC PRKACA PRKACB PRKACG
REACTOME_HS_GAG_BIOSYNTHESIS,AGRN EXT1 EXT2 GLCE GPC1 GPC2 GPC3 GPC4 GPC5 GPC6 HS2ST1 HS3ST1 HS3ST2 HS3ST3A1 HS3ST3B1 HS3ST4 HS3ST5 HS3ST6 HS6ST1 HS6ST2 HS6ST3 HSPG2 NDST1 NDST2 NDST3 NDST4 SDC1 SDC2 SDC3 SDC4
REACTOME_HYALURONAN_METABOLISM,ABCC5 CD44 GUSB HAS1 HAS2 HAS3 HEXA HEXB HMMR HYAL1 HYAL2 LYVE1 SLC9A1 STAB2
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION,CD44 GUSB HEXA HEXB HMMR HYAL1 HYAL2 LYVE1 SLC9A1 STAB2
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,CD14 CHUK IKBKB IKBKG LY96 RIPK1 TICAM1 TLR3 TLR4
REACTOME_IL1_SIGNALING,BTRC CHUK CUL1 IKBKB IKBKG IL1A IL1B IL1R1 IL1R2 IL1RAP IL1RN IRAK1 IRAK2 IRAK3 IRAK4 MAP2K1 MAP2K4 MAP2K6 MAP3K3 MAP3K7 MAP3K8 MYD88 NOD1 NOD2 PELI1 PELI2 PELI3 RBX1 RIPK2 SKP1 SQSTM1 TAB1 TAB2 TAB3 TNIP2 TOLLIP TRAF6 UBE2N
REACTOME_IL_2_SIGNALING,CDK1 CSF2 CSF2RB GAB2 GRB2 HRAS IL2 IL2RA IL2RB IL2RG IL3 IL5 IL5RA INPPL1 JAK1 JAK2 JAK3 KRAS LCK MAP2K1 MAP2K2 MAPK1 MAPK3 NRAS PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PTK2B PTPN6 RAF1 SHC1 SOS1 STAT5A STAT5B SYK YWHAB
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING,BLNK CBL CRK CRKL CSF2 CSF2RB FYN GAB2 GRB2 HCK HRAS IL2 IL2RA IL2RB IL2RG IL3 IL5 IL5RA INPPL1 JAK1 JAK2 JAK3 LYN PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PRKACB PTPN6 RAPGEF1 SHC1 SOS1 STAT5A STAT5B SYK TEC VAV1 YES1
REACTOME_IL_6_SIGNALING,CBL IL6 IL6R IL6ST JAK1 JAK2 SOCS3 STAT1 STAT3 TYK2
REACTOME_IL_7_SIGNALING,HGF IL2RG IL7 IL7R JAK1 JAK3 PIK3R1 PIK3R2 PIK3R3 STAT5A STAT5B
REACTOME_IL_RECEPTOR_SHC_SIGNALING,CSF2 CSF2RB GAB2 GRB2 HRAS IL2 IL2RA IL2RB IL2RG IL3 IL5 IL5RA INPPL1 JAK1 JAK2 JAK3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PTPN6 SHC1 SOS1
REACTOME_INFLAMMASOMES,AIM2 APP BCL2 BCL2L1 CASP1 HSP90AB1 MEFV NLRC4 NLRP1 NLRP3 P2RX7 PANX1 PSTPIP1 PYCARD TXNIP
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,ANAPC1 ANAPC10 ANAPC11 ANAPC2 ANAPC4 ANAPC5 ANAPC7 BUB1B BUB3 CDC16 CDC20 CDC23 CDC26 CDC27 MAD2L1 UBE2C UBE2D1 UBE2E1
REACTOME_INSULIN_RECEPTOR_RECYCLING,ATP6V0A2 ATP6V0A4 ATP6V0B ATP6V0C ATP6V0D1 ATP6V0D2 ATP6V0E1 ATP6V1A ATP6V1B1 ATP6V1B2 ATP6V1C1 ATP6V1C2 ATP6V1D ATP6V1E1 ATP6V1E2 ATP6V1F ATP6V1G1 ATP6V1G2 ATP6V1G3 ATP6V1H INS INSR TCIRG1
REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING,CPE ERO1L EXOC1 EXOC2 EXOC3 EXOC4 EXOC5 EXOC6 EXOC8 INS KIF5B MYO5A PCSK1 PCSK2 RAB27A SLC30A5 SLC30A7 SNAP25 STX1A VAMP2
REACTOME_INTEGRATION_OF_PROVIRUS,BANF1 HMGA1 LIG4 PPIA PSIP1 XRCC4 XRCC5 XRCC6
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING,AKT1 APBB1IP BCAR1 CRK CSK FGA FGB FGG FN1 GRB2 ITGA2B ITGB3 PDPK1 PTK2 PTPN1 RAP1A RAPGEF3 RAPGEF4 RASGRP1 RASGRP2 SHC1 SOS1 SRC SYK TLN1 VWF
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,AAAS BANF1 HMGA1 KPNA1 NUP107 NUP133 NUP153 NUP155 NUP188 NUP205 NUP210 NUP214 NUP35 NUP37 NUP43 NUP50 NUP54 NUP62 NUP85 NUP88 NUP93 NUPL1 NUPL2 POM121 PSIP1 RAE1 RANBP2 SEH1L SLC25A4 SLC25A5 TPR
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS,ANK1 ANK3 KCNQ2 KCNQ3 L1CAM NRCAM SCN1B SCN2A SCN2B SCN3B SCN4A SCN5A SCN7A SCN8A SPTA1 SPTAN1 SPTB SPTBN1 SPTBN2 SPTBN4 SPTBN5
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,AKT1 APAF1 BAD BAK1 BAX BBC3 BCL2 BCL2L1 BCL2L11 BID BMF CASP3 CASP7 CASP8 CASP9 DIABLO DYNLL2 E2F1 GZMB MAPK8 NMT1 PMAIP1 PPP3R1 TFDP1 TP53 XIAP YWHAB
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX,CHUK IKBKB IKBKG IRAK1 PELI1 PELI2 PELI3 TRAF6 UBE2N
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX_UPON_TLR7_8_OR_9_STIMULATION,IRAK2 MAP3K7 TAB1 TAB2 TAB3 TRAF6 UBA52
